Store_ID,State,Fast_Food_Chain,Product,Ingredients,Onion_Type,Symptoms_Reported,Supply_Date,Affected,Risk_Prediction
Store_14,9,0,2,"[{""ingredient"": ""Chicken Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-10-11,0,0
Store_15,7,2,5,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""1 slice""}, {""ingredient"": ""Pickles"", ""quantity"": ""3 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.25 oz""}, {""ingredient"": ""Ketchup"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,0,2024-10-05,0,0
Store_16,12,1,4,"[{""ingredient"": ""Chicken Breast"", ""quantity"": ""1 piece""}, {""ingredient"": ""Bread Crumbs"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Seasoning"", ""quantity"": ""0.2 oz""}, {""ingredient"": ""Oil"", ""quantity"": ""0.5 oz""}]",1,0,2024-10-24,0,0
Store_17,15,3,1,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Rice"", ""quantity"": ""1 oz""}, {""ingredient"": ""Beans"", ""quantity"": ""1 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-11,0,0
Store_18,11,3,3,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tostada Shell"", ""quantity"": ""1 shell""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",0,1,2024-10-07,0,0
Store_19,14,1,4,"[{""ingredient"": ""Chicken Breast"", ""quantity"": ""1 piece""}, {""ingredient"": ""Bread Crumbs"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Seasoning"", ""quantity"": ""0.2 oz""}, {""ingredient"": ""Oil"", ""quantity"": ""0.5 oz""}]",0,1,2024-10-09,0,0
Store_20,15,1,4,"[{""ingredient"": ""Chicken Breast"", ""quantity"": ""1 piece""}, {""ingredient"": ""Bread Crumbs"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Seasoning"", ""quantity"": ""0.2 oz""}, {""ingredient"": ""Oil"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-25,0,0
Store_21,7,3,1,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Rice"", ""quantity"": ""1 oz""}, {""ingredient"": ""Beans"", ""quantity"": ""1 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",1,0,2024-09-12,0,0
Store_22,5,0,6,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""2 slices""}, {""ingredient"": ""Pickles"", ""quantity"": ""4 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.25 oz""}, {""ingredient"": ""Ketchup"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,0,2024-10-09,0,0
Store_23,9,2,5,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""1 slice""}, {""ingredient"": ""Pickles"", ""quantity"": ""3 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.25 oz""}, {""ingredient"": ""Ketchup"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,0,2024-09-08,0,0
Store_24,0,3,3,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tostada Shell"", ""quantity"": ""1 shell""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",0,0,2024-10-26,0,0
Store_25,5,0,6,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""2 slices""}, {""ingredient"": ""Pickles"", ""quantity"": ""4 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.25 oz""}, {""ingredient"": ""Ketchup"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-10-21,0,0
Store_26,15,1,7,"[{""ingredient"": ""Chicken Fillet"", ""quantity"": ""1 fillet""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,0,2024-10-19,0,0
Store_27,7,1,7,"[{""ingredient"": ""Chicken Fillet"", ""quantity"": ""1 fillet""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,1,2024-09-20,1,1
Store_28,7,0,2,"[{""ingredient"": ""Chicken Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-10-16,0,0
Store_29,2,3,3,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tostada Shell"", ""quantity"": ""1 shell""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",1,0,2024-10-25,0,0
Store_30,7,3,3,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tostada Shell"", ""quantity"": ""1 shell""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-21,0,0
Store_31,12,0,6,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""2 slices""}, {""ingredient"": ""Pickles"", ""quantity"": ""4 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.25 oz""}, {""ingredient"": ""Ketchup"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,1,2024-10-16,1,1
Store_32,10,0,2,"[{""ingredient"": ""Chicken Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-03,0,0
Store_33,1,1,7,"[{""ingredient"": ""Chicken Fillet"", ""quantity"": ""1 fillet""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-18,0,0
Store_34,7,0,2,"[{""ingredient"": ""Chicken Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,0,2024-09-27,0,0
Store_35,7,2,5,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""1 slice""}, {""ingredient"": ""Pickles"", ""quantity"": ""3 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.25 oz""}, {""ingredient"": ""Ketchup"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,0,2024-09-06,0,0
Store_36,3,2,0,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""2 x 1.6 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""3-part bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Special Sauce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Pickles"", ""quantity"": ""2 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.2 oz""}]",1,0,2024-10-02,0,0
Store_37,2,1,7,"[{""ingredient"": ""Chicken Fillet"", ""quantity"": ""1 fillet""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,1,2024-10-27,0,0
Store_38,8,2,5,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""1 slice""}, {""ingredient"": ""Pickles"", ""quantity"": ""3 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.25 oz""}, {""ingredient"": ""Ketchup"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,1,2024-09-16,1,1
Store_39,7,3,3,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tostada Shell"", ""quantity"": ""1 shell""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-24,0,0
Store_40,0,1,7,"[{""ingredient"": ""Chicken Fillet"", ""quantity"": ""1 fillet""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,0,2024-09-29,0,0
Store_41,8,1,4,"[{""ingredient"": ""Chicken Breast"", ""quantity"": ""1 piece""}, {""ingredient"": ""Bread Crumbs"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Seasoning"", ""quantity"": ""0.2 oz""}, {""ingredient"": ""Oil"", ""quantity"": ""0.5 oz""}]",0,0,2024-10-24,0,0
Store_42,12,3,3,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tostada Shell"", ""quantity"": ""1 shell""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",1,0,2024-10-31,0,0
Store_43,10,0,2,"[{""ingredient"": ""Chicken Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-20,0,0
Store_44,0,1,7,"[{""ingredient"": ""Chicken Fillet"", ""quantity"": ""1 fillet""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-14,0,0
Store_45,11,3,3,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tostada Shell"", ""quantity"": ""1 shell""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",0,0,2024-10-04,0,0
Store_46,14,0,2,"[{""ingredient"": ""Chicken Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-20,0,0
Store_47,10,2,5,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""1 slice""}, {""ingredient"": ""Pickles"", ""quantity"": ""3 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.25 oz""}, {""ingredient"": ""Ketchup"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-12,0,0
Store_48,9,2,5,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""1 slice""}, {""ingredient"": ""Pickles"", ""quantity"": ""3 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.25 oz""}, {""ingredient"": ""Ketchup"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,1,2024-09-08,1,1
Store_49,14,0,2,"[{""ingredient"": ""Chicken Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-24,0,0
Store_50,2,2,0,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""2 x 1.6 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""3-part bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Special Sauce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Pickles"", ""quantity"": ""2 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.2 oz""}]",1,0,2024-10-21,0,0
Store_51,11,1,7,"[{""ingredient"": ""Chicken Fillet"", ""quantity"": ""1 fillet""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-03,0,0
Store_52,3,3,3,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tostada Shell"", ""quantity"": ""1 shell""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",0,0,2024-10-20,0,0
Store_53,2,2,0,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""2 x 1.6 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""3-part bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Special Sauce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Pickles"", ""quantity"": ""2 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.2 oz""}]",0,0,2024-09-13,0,0
Store_54,12,3,3,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tostada Shell"", ""quantity"": ""1 shell""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",1,0,2024-10-29,0,0
Store_55,7,3,1,"[{""ingredient"": ""Ground Beef"", ""quantity"": ""2 oz""}, {""ingredient"": ""Tortilla"", ""quantity"": ""1 large""}, {""ingredient"": ""Rice"", ""quantity"": ""1 oz""}, {""ingredient"": ""Beans"", ""quantity"": ""1 oz""}, {""ingredient"": ""Cheese"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Sour Cream"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-06,0,0
Store_56,14,0,2,"[{""ingredient"": ""Chicken Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",1,0,2024-09-29,0,0
Store_57,12,2,0,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""2 x 1.6 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""3-part bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Special Sauce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Pickles"", ""quantity"": ""2 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.2 oz""}]",0,1,2024-10-03,0,0
Store_58,13,0,6,"[{""ingredient"": ""Beef Patty"", ""quantity"": ""4 oz""}, {""ingredient"": ""Sesame Seed Bun"", ""quantity"": ""1 bun""}, {""ingredient"": ""Lettuce"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Tomato"", ""quantity"": ""2 slices""}, {""ingredient"": ""Pickles"", ""quantity"": ""4 slices""}, {""ingredient"": ""Onions"", ""quantity"": ""0.25 oz""}, {""ingredient"": ""Ketchup"", ""quantity"": ""0.5 oz""}, {""ingredient"": ""Mayonnaise"", ""quantity"": ""0.5 oz""}]",0,0,2024-09-02,0,0
